wandb: Currently logged in as: yog1thun (yog1thun-peking-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 2k0sdzye
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in models/20260108-165245/wandb/run-20260108_165248-2k0sdzye
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run learner_2977856
wandb: ⭐️ View project at https://wandb.ai/yog1thun-peking-university/mahjong-rl
wandb: 🚀 View run at https://wandb.ai/yog1thun-peking-university/mahjong-rl/runs/2k0sdzye
Loaded pre-trained model from ckpt/20251230-175913/100.pkl
[Train] Iteration 0, total loss -0.0966, policy loss -51.1968, value loss 44.1821, entropy loss -0.0059, predict loss 6.9182
[Train] Iteration 1155, total loss 14.3846, policy loss -4.3333, value loss 12.5168, entropy loss -0.0230, predict loss 6.2016
[Train] Iteration 1156, total loss 10.6206, policy loss -5.0627, value loss 9.4207, entropy loss -0.0142, predict loss 6.2628
[Train] Iteration 1157, total loss 7.4246, policy loss -4.0308, value loss 5.3465, entropy loss -0.0106, predict loss 6.1090
[Train] Iteration 1158, total loss 9.8688, policy loss -4.1007, value loss 7.8586, entropy loss -0.0248, predict loss 6.1114
[Train] Iteration 1159, total loss 5.7317, policy loss -5.0052, value loss 4.6027, entropy loss -0.0120, predict loss 6.1345
[Train] Iteration 1160, total loss 11.9477, policy loss -4.6410, value loss 10.9695, entropy loss -0.0191, predict loss 5.6197
[Train] Iteration 1161, total loss 8.3827, policy loss -5.1314, value loss 7.3014, entropy loss -0.0115, predict loss 6.2129
[Train] Iteration 1162, total loss 6.0837, policy loss -5.1397, value loss 4.9561, entropy loss -0.0093, predict loss 6.2675
[Train] Iteration 1163, total loss 8.9555, policy loss -4.8939, value loss 7.6348, entropy loss -0.0160, predict loss 6.2150
[Train] Iteration 1164, total loss 8.1931, policy loss -4.4080, value loss 6.4734, entropy loss -0.0057, predict loss 6.1278
[Train] Iteration 1165, total loss 6.6347, policy loss -4.5930, value loss 5.2677, entropy loss -0.0129, predict loss 5.9602
[Train] Iteration 1166, total loss 6.5343, policy loss -4.5815, value loss 4.9716, entropy loss -0.0137, predict loss 6.1445
[Train] Iteration 1167, total loss 5.8461, policy loss -4.9623, value loss 4.4678, entropy loss -0.0114, predict loss 6.3408
[Train] Iteration 1168, total loss 11.2534, policy loss -4.9050, value loss 10.1905, entropy loss -0.0106, predict loss 5.9681
[Train] Iteration 1169, total loss 3.3949, policy loss -5.0194, value loss 2.3726, entropy loss -0.0103, predict loss 6.0419
[Train] Iteration 1170, total loss 4.7990, policy loss -4.1917, value loss 3.1926, entropy loss -0.0061, predict loss 5.7983
[Train] Iteration 1171, total loss 7.2432, policy loss -3.8471, value loss 4.8189, entropy loss -0.0123, predict loss 6.2717
[Train] Iteration 1172, total loss 12.0217, policy loss -4.6225, value loss 10.6070, entropy loss -0.0091, predict loss 6.0374
[Train] Iteration 1173, total loss 4.3170, policy loss -5.3184, value loss 3.3610, entropy loss -0.0127, predict loss 6.2747
[Train] Iteration 1174, total loss 5.6963, policy loss -4.7707, value loss 4.3164, entropy loss -0.0105, predict loss 6.1508
[Train] Iteration 1175, total loss 7.1757, policy loss -4.6437, value loss 5.1874, entropy loss -0.0082, predict loss 6.6321
[Train] Iteration 1176, total loss 7.5961, policy loss -4.0962, value loss 5.7915, entropy loss -0.0153, predict loss 5.9011
[Train] Iteration 1177, total loss 6.7930, policy loss -4.5381, value loss 5.0515, entropy loss -0.0102, predict loss 6.2799
[Train] Iteration 1178, total loss 3.2136, policy loss -4.8674, value loss 1.9405, entropy loss -0.0165, predict loss 6.1408
[Train] Iteration 1179, total loss 8.5312, policy loss -4.8175, value loss 7.3011, entropy loss -0.0086, predict loss 6.0477
[Train] Iteration 1180, total loss 8.0543, policy loss -4.4730, value loss 6.5041, entropy loss -0.0108, predict loss 6.0234
[Train] Iteration 1181, total loss 7.2520, policy loss -5.2490, value loss 6.0063, entropy loss -0.0095, predict loss 6.4949
[Train] Iteration 1182, total loss 7.1961, policy loss -4.7958, value loss 5.8827, entropy loss -0.0052, predict loss 6.1093
[Train] Iteration 1183, total loss 4.8016, policy loss -4.7005, value loss 3.5447, entropy loss -0.0115, predict loss 5.9576
[Train] Iteration 1184, total loss 5.8128, policy loss -4.7243, value loss 4.5961, entropy loss -0.0093, predict loss 5.9412
[Train] Iteration 1185, total loss 11.0443, policy loss -4.6986, value loss 9.4205, entropy loss -0.0184, predict loss 6.3227
[Train] Iteration 1186, total loss 5.6479, policy loss -5.1259, value loss 4.5514, entropy loss -0.0123, predict loss 6.2226
[Train] Iteration 1187, total loss 12.4055, policy loss -4.6180, value loss 10.9734, entropy loss -0.0142, predict loss 6.0503
[Train] Iteration 1188, total loss 5.4252, policy loss -4.8586, value loss 3.7627, entropy loss -0.0090, predict loss 6.5212
[Train] Iteration 1189, total loss 16.7918, policy loss -4.3882, value loss 14.9498, entropy loss -0.0182, predict loss 6.2305
[Train] Iteration 1190, total loss 8.5651, policy loss -4.6469, value loss 7.4343, entropy loss -0.0183, predict loss 5.7782
[Train] Iteration 1191, total loss 12.8148, policy loss -4.1814, value loss 10.9286, entropy loss -0.0086, predict loss 6.0678
[Train] Iteration 1192, total loss 6.1350, policy loss -4.1264, value loss 4.2637, entropy loss -0.0051, predict loss 5.9978
[Train] Iteration 1193, total loss 7.6651, policy loss -4.6458, value loss 6.0582, entropy loss -0.0153, predict loss 6.2530
[Train] Iteration 1194, total loss 6.1946, policy loss -5.2324, value loss 4.9568, entropy loss -0.0081, predict loss 6.4703
[Train] Iteration 1195, total loss 5.9005, policy loss -5.0626, value loss 4.6784, entropy loss -0.0109, predict loss 6.2850
[Train] Iteration 1196, total loss 6.4273, policy loss -5.0689, value loss 5.6191, entropy loss -0.0183, predict loss 5.8775
[Train] Iteration 1197, total loss 6.1083, policy loss -4.4017, value loss 4.6176, entropy loss -0.0136, predict loss 5.8927
[Train] Iteration 1198, total loss 9.8689, policy loss -5.5007, value loss 9.5605, entropy loss -0.0061, predict loss 5.8092
[Train] Iteration 1199, total loss 4.9896, policy loss -5.3130, value loss 4.2674, entropy loss -0.0080, predict loss 6.0354
[Train] Iteration 1200, total loss 4.6528, policy loss -4.5734, value loss 3.0232, entropy loss -0.0166, predict loss 6.2033
[Train] Iteration 1201, total loss 11.4731, policy loss -4.1669, value loss 9.6401, entropy loss -0.0069, predict loss 6.0000
[Train] Iteration 1202, total loss 3.2851, policy loss -4.6327, value loss 2.1513, entropy loss -0.0158, predict loss 5.7667
[Train] Iteration 1203, total loss 7.6313, policy loss -5.0666, value loss 6.1720, entropy loss -0.0119, predict loss 6.5261
[Train] Iteration 1204, total loss 10.0991, policy loss -4.7909, value loss 8.3746, entropy loss -0.0081, predict loss 6.5156
[Train] Iteration 1205, total loss 8.0001, policy loss -4.3747, value loss 6.2192, entropy loss -0.0134, predict loss 6.1559
[Train] Iteration 1206, total loss 6.5330, policy loss -4.8312, value loss 5.2527, entropy loss -0.0094, predict loss 6.1117
[Train] Iteration 1207, total loss 8.3539, policy loss -4.5864, value loss 6.8426, entropy loss -0.0135, predict loss 6.0979
[Train] Iteration 1208, total loss 3.4312, policy loss -4.7034, value loss 2.1041, entropy loss -0.0172, predict loss 6.0309
[Train] Iteration 1209, total loss 9.4815, policy loss -4.9119, value loss 8.1512, entropy loss -0.0160, predict loss 6.2425
[Train] Iteration 1210, total loss 7.2359, policy loss -4.8235, value loss 5.8967, entropy loss -0.0148, predict loss 6.1631
[Train] Iteration 1211, total loss 10.7034, policy loss -4.7723, value loss 9.3825, entropy loss -0.0151, predict loss 6.0935
[Train] Iteration 1212, total loss 5.7278, policy loss -4.1861, value loss 3.9226, entropy loss -0.0169, predict loss 5.9917
[Train] Iteration 1213, total loss 13.1262, policy loss -4.4876, value loss 11.4742, entropy loss -0.0118, predict loss 6.1399
[Train] Iteration 1214, total loss 5.9618, policy loss -5.6993, value loss 5.5532, entropy loss -0.0084, predict loss 6.1081
[Train] Iteration 1215, total loss 7.2343, policy loss -4.2998, value loss 5.5051, entropy loss -0.0227, predict loss 6.0294
[Train] Iteration 1216, total loss 5.4266, policy loss -4.4733, value loss 4.0640, entropy loss -0.0125, predict loss 5.8361
[Train] Iteration 1217, total loss 5.7281, policy loss -4.7801, value loss 4.6344, entropy loss -0.0038, predict loss 5.8738
[Train] Iteration 1218, total loss 5.2077, policy loss -5.0826, value loss 3.9058, entropy loss -0.0228, predict loss 6.3849
[Train] Iteration 1219, total loss 4.7460, policy loss -4.9844, value loss 3.7569, entropy loss -0.0142, predict loss 5.9738
[Train] Iteration 1220, total loss 10.4518, policy loss -5.0849, value loss 9.1943, entropy loss -0.0092, predict loss 6.3426
[Train] Iteration 1221, total loss 5.3940, policy loss -4.8663, value loss 4.0619, entropy loss -0.0153, predict loss 6.1987
[Train] Iteration 1222, total loss 8.7760, policy loss -4.6793, value loss 6.9891, entropy loss -0.0157, predict loss 6.4666
[Train] Iteration 1223, total loss 8.4608, policy loss -4.3819, value loss 6.7769, entropy loss -0.0115, predict loss 6.0659
[Train] Iteration 1224, total loss 7.0640, policy loss -4.3438, value loss 5.7925, entropy loss -0.0089, predict loss 5.6155
[Train] Iteration 1225, total loss 9.2801, policy loss -4.7168, value loss 7.8122, entropy loss -0.0126, predict loss 6.1849
[Train] Iteration 1226, total loss 5.8923, policy loss -5.0724, value loss 4.9877, entropy loss -0.0124, predict loss 5.9773
[Train] Iteration 1227, total loss 13.6009, policy loss -4.5701, value loss 12.3025, entropy loss -0.0114, predict loss 5.8688
[Train] Iteration 1228, total loss 15.8291, policy loss -4.2770, value loss 14.2357, entropy loss -0.0034, predict loss 5.8705
[Train] Iteration 1229, total loss 11.0283, policy loss -4.5792, value loss 9.1296, entropy loss -0.0194, predict loss 6.4782
[Train] Iteration 1230, total loss 9.1374, policy loss -4.8116, value loss 7.5657, entropy loss -0.0065, predict loss 6.3834
[Train] Iteration 1231, total loss 7.8979, policy loss -4.6740, value loss 6.4566, entropy loss -0.0196, predict loss 6.1157
[Train] Iteration 1232, total loss 4.7943, policy loss -4.5865, value loss 3.0924, entropy loss -0.0079, predict loss 6.2886
[Train] Iteration 1233, total loss 5.5269, policy loss -4.7765, value loss 4.1155, entropy loss -0.0159, predict loss 6.1882
[Train] Iteration 1234, total loss 9.2316, policy loss -5.0429, value loss 7.8569, entropy loss -0.0094, predict loss 6.4178
[Train] Iteration 1235, total loss 7.5348, policy loss -4.6343, value loss 6.1085, entropy loss -0.0227, predict loss 6.0610
[Train] Iteration 1236, total loss 10.2440, policy loss -4.7322, value loss 8.8134, entropy loss -0.0057, predict loss 6.1629
[Train] Iteration 1237, total loss 13.0635, policy loss -4.5028, value loss 11.2388, entropy loss -0.0055, predict loss 6.3275
[Train] Iteration 1238, total loss 8.5249, policy loss -4.9763, value loss 6.7432, entropy loss -0.0061, predict loss 6.7581
[Train] Iteration 1239, total loss 6.1361, policy loss -4.8555, value loss 4.4054, entropy loss -0.0122, predict loss 6.5864
[Train] Iteration 1240, total loss 6.8105, policy loss -4.7840, value loss 5.5712, entropy loss -0.0110, predict loss 6.0236
[Train] Iteration 1241, total loss 3.8986, policy loss -4.9751, value loss 2.8242, entropy loss -0.0078, predict loss 6.0497
[Train] Iteration 1242, total loss 3.4443, policy loss -4.9673, value loss 2.3478, entropy loss -0.0089, predict loss 6.0640
[Train] Iteration 1243, total loss 7.5040, policy loss -4.5540, value loss 5.9941, entropy loss -0.0056, predict loss 6.0640
[Train] Iteration 1244, total loss 5.1997, policy loss -5.1215, value loss 3.8626, entropy loss -0.0136, predict loss 6.4589
[Train] Iteration 1245, total loss 3.5894, policy loss -4.3726, value loss 1.9702, entropy loss -0.0090, predict loss 5.9920
[Train] Iteration 1246, total loss 6.5464, policy loss -4.6906, value loss 4.9061, entropy loss -0.0150, predict loss 6.3312
[Train] Iteration 1247, total loss 6.6776, policy loss -4.7093, value loss 5.1448, entropy loss -0.0153, predict loss 6.2424
[Train] Iteration 1248, total loss 8.1625, policy loss -4.5426, value loss 6.4745, entropy loss -0.0102, predict loss 6.2309
[Train] Iteration 1249, total loss 8.3708, policy loss -4.5222, value loss 6.7500, entropy loss -0.0107, predict loss 6.1432
[Train] Iteration 1250, total loss 7.1022, policy loss -4.7452, value loss 5.5346, entropy loss -0.0176, predict loss 6.3131
[Train] Iteration 1251, total loss 4.1339, policy loss -4.7558, value loss 3.1460, entropy loss -0.0241, predict loss 5.7442
[Train] Iteration 1252, total loss 11.6095, policy loss -4.3978, value loss 9.5479, entropy loss -0.0074, predict loss 6.4596
[Train] Iteration 1253, total loss 6.5498, policy loss -5.0895, value loss 5.7186, entropy loss -0.0160, predict loss 5.9210
[Train] Iteration 1254, total loss 15.0831, policy loss 5.6294, value loss 3.3490, entropy loss -0.0209, predict loss 6.1052
[Train] Iteration 1255, total loss 3.6625, policy loss -4.5659, value loss 2.1819, entropy loss -0.0042, predict loss 6.0466
[Train] Iteration 1256, total loss 8.2472, policy loss -3.9553, value loss 6.1844, entropy loss -0.0187, predict loss 6.0184
[Train] Iteration 1257, total loss 6.2172, policy loss -4.5832, value loss 4.7407, entropy loss -0.0157, predict loss 6.0600
[Train] Iteration 1258, total loss 13.9953, policy loss -4.9492, value loss 12.6205, entropy loss -0.0052, predict loss 6.3241
[Train] Iteration 1259, total loss 13.0336, policy loss -4.1402, value loss 11.1301, entropy loss -0.0177, predict loss 6.0441
[Train] Iteration 1260, total loss 8.7302, policy loss -4.6784, value loss 6.8597, entropy loss -0.0100, predict loss 6.5491
[Train] Iteration 1261, total loss 9.3381, policy loss -4.2932, value loss 7.5864, entropy loss -0.0186, predict loss 6.0452
[Train] Iteration 1262, total loss 7.9399, policy loss -3.8463, value loss 5.9595, entropy loss -0.0115, predict loss 5.8270
[Train] Iteration 1263, total loss 2.8550, policy loss -4.7953, value loss 1.5361, entropy loss -0.0187, predict loss 6.1146
[Train] Iteration 1264, total loss 7.6382, policy loss -4.9493, value loss 6.2495, entropy loss -0.0135, predict loss 6.3383
[Train] Iteration 1265, total loss 5.7261, policy loss -4.2180, value loss 4.0212, entropy loss -0.0096, predict loss 5.9231
[Train] Iteration 1266, total loss 7.1827, policy loss -4.6385, value loss 5.6503, entropy loss -0.0150, predict loss 6.1711
[Train] Iteration 1267, total loss 6.5746, policy loss -4.1540, value loss 4.3868, entropy loss -0.0117, predict loss 6.3421
[Train] Iteration 1268, total loss 4.4095, policy loss -4.8283, value loss 3.1449, entropy loss -0.0050, predict loss 6.0930
[Train] Iteration 1269, total loss 11.4004, policy loss -4.8748, value loss 10.2940, entropy loss -0.0051, predict loss 5.9813
[Train] Iteration 1270, total loss 9.4968, policy loss -4.5925, value loss 8.0036, entropy loss -0.0105, predict loss 6.0859
[Train] Iteration 1271, total loss 8.2784, policy loss -5.0567, value loss 6.9965, entropy loss -0.0069, predict loss 6.3387
[Train] Iteration 1272, total loss 7.5598, policy loss -5.0123, value loss 6.1922, entropy loss -0.0167, predict loss 6.3802
[Train] Iteration 1273, total loss 9.4524, policy loss -4.5173, value loss 7.9518, entropy loss -0.0116, predict loss 6.0181
[Train] Iteration 1274, total loss 15.0699, policy loss -5.1359, value loss 13.6543, entropy loss -0.0079, predict loss 6.5516
[Train] Iteration 1275, total loss 6.7562, policy loss -4.5324, value loss 5.2155, entropy loss -0.0182, predict loss 6.0734
[Train] Iteration 1276, total loss 7.4665, policy loss -4.8496, value loss 6.3442, entropy loss -0.0155, predict loss 5.9722
[Train] Iteration 1277, total loss 4.4468, policy loss -4.9811, value loss 3.4948, entropy loss -0.0150, predict loss 5.9334
[Train] Iteration 1278, total loss 6.0616, policy loss -4.9222, value loss 4.9703, entropy loss -0.0212, predict loss 6.0140
[Train] Iteration 1279, total loss 12.2004, policy loss -4.6901, value loss 10.5939, entropy loss -0.0201, predict loss 6.2971
[Train] Iteration 1280, total loss 9.6157, policy loss -4.3344, value loss 7.3996, entropy loss -0.0231, predict loss 6.5510
[Train] Iteration 1281, total loss 10.1198, policy loss -4.7335, value loss 8.2038, entropy loss -0.0056, predict loss 6.6496
[Train] Iteration 1282, total loss 6.3110, policy loss -4.8831, value loss 4.7845, entropy loss -0.0166, predict loss 6.4099
[Train] Iteration 1283, total loss 9.0656, policy loss -4.6557, value loss 7.3017, entropy loss -0.0124, predict loss 6.4199
[Train] Iteration 1284, total loss 6.8172, policy loss -4.4026, value loss 5.4628, entropy loss -0.0135, predict loss 5.7573
[Train] Iteration 1285, total loss 5.6473, policy loss -4.4315, value loss 3.7600, entropy loss -0.0237, predict loss 6.3193
[Train] Iteration 1286, total loss 7.4923, policy loss -4.6249, value loss 6.3024, entropy loss -0.0149, predict loss 5.8151
[Train] Iteration 1287, total loss 11.7645, policy loss -5.0768, value loss 10.4247, entropy loss -0.0126, predict loss 6.4168
[Train] Iteration 1288, total loss 6.6531, policy loss -4.7855, value loss 5.4328, entropy loss -0.0154, predict loss 6.0061
[Train] Iteration 1289, total loss 6.6031, policy loss -4.9747, value loss 5.2867, entropy loss -0.0077, predict loss 6.2912
[Train] Iteration 1290, total loss 14.1890, policy loss -4.4788, value loss 12.4617, entropy loss -0.0130, predict loss 6.2064
